Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Gender,Churn
37502,2022-05-21 20:06:42,Home,286,3,537,PayPal,70,0.0,Female,0
37502,2022-09-11 19:53:04,Home,10,4,2477,Credit Card,70,0.0,Female,0
37502,2021-06-30 10:32:26,Clothing,429,5,2823,PayPal,70,0.0,Female,0
37502,2021-06-04 14:20:44,Clothing,394,2,901,PayPal,70,1.0,Female,0
37502,2020-08-03 08:21:23,Electronics,222,5,4174,PayPal,70,1.0,Female,0
37502,2023-05-13 04:09:26,Electronics,111,4,886,Credit Card,70,1.0,Female,0
37502,2020-12-03 00:51:27,Books,364,1,564,PayPal,70,1.0,Female,0
21953,2020-02-10 09:15:12,Home,398,5,3478,Cash,31,0.0,Female,0
21953,2020-06-13 07:15:08,Electronics,303,4,5151,Cash,31,0.0,Female,0
21953,2023-02-11 08:37:08,Electronics,271,2,1897,PayPal,31,1.0,Female,0
21953,2022-01-19 06:25:42,Books,341,5,888,Credit Card,31,1.0,Female,0
21953,2023-05-26 07:12:58,Books,242,4,2419,PayPal,31,1.0,Female,0
21953,2021-01-05 06:38:07,Clothing,490,4,3879,Credit Card,31,1.0,Female,0
39407,2020-06-24 18:19:27,Electronics,181,1,3453,Credit Card,54,0.0,Female,0
39407,2022-11-08 11:05:59,Books,54,2,3839,Cash,54,1.0,Female,0
39407,2021-12-08 11:04:41,Clothing,211,2,1047,Credit Card,54,0.0,Female,0
39407,2021-01-11 01:33:30,Electronics,260,3,1510,Credit Card,54,0.0,Female,0
39407,2021-05-20 00:05:05,Electronics,17,1,5063,Credit Card,54,0.0,Female,0
29246,2021-01-26 10:35:40,Home,21,1,1900,Cash,29,1.0,Male,0
29246,2021-08-12 00:43:20,Books,147,1,1088,PayPal,29,1.0,Male,0
29246,2022-07-03 21:08:37,Clothing,256,2,4865,Credit Card,29,0.0,Male,0
29246,2023-06-27 13:26:56,Books,373,3,635,PayPal,29,1.0,Male,0
29246,2021-08-05 13:56:32,Electronics,260,5,2742,Credit Card,29,0.0,Male,0
29246,2023-04-07 22:41:20,Electronics,308,1,4242,Credit Card,29,1.0,Male,0
29246,2020-07-07 12:45:10,Books,499,2,3894,Credit Card,29,0.0,Male,0
29246,2022-02-27 16:23:30,Home,489,4,4082,Credit Card,29,0.0,Male,0
29246,2020-09-20 16:23:24,Home,348,2,561,Credit Card,29,0.0,Male,0
29246,2022-05-09 17:22:04,Home,357,4,3249,Credit Card,29,0.0,Male,0
16392,2023-01-25 20:49:22,Home,299,2,4423,Cash,38,0.0,Female,0
16392,2022-08-26 04:55:02,Home,180,2,908,Credit Card,38,0.0,Female,0
16392,2022-08-24 16:18:24,Home,259,5,2813,PayPal,38,0.0,Female,0
16392,2021-05-28 22:35:09,Books,342,5,843,PayPal,38,0.0,Female,0
16392,2021-04-03 13:01:11,Home,65,4,1088,PayPal,38,1.0,Female,0
16392,2022-08-30 12:59:08,Home,103,3,3541,Credit Card,38,0.0,Female,0
16392,2020-01-15 00:33:40,Clothing,384,1,4654,PayPal,38,0.0,Female,0
16392,2021-05-26 07:12:59,Home,138,3,2485,Cash,38,1.0,Female,0
12397,2022-05-03 03:18:08,Electronics,452,5,2898,Cash,53,1.0,Male,0
12397,2021-02-15 14:19:57,Clothing,216,2,2585,Credit Card,53,1.0,Male,0
12397,2023-07-31 06:02:22,Clothing,133,3,314,Credit Card,53,0.0,Male,0
12397,2022-09-12 15:16:08,Books,126,4,2405,Cash,53,1.0,Male,0
12397,2020-08-15 14:08:06,Home,228,2,2527,Credit Card,53,1.0,Male,0
12397,2021-09-19 01:55:15,Electronics,151,3,1565,Credit Card,53,0.0,Male,0
12397,2023-01-31 14:23:39,Books,352,1,1517,Cash,53,0.0,Male,0
3609,2023-07-22 23:39:50,Electronics,155,1,5035,PayPal,29,0.0,Female,0
3609,2023-06-26 19:00:08,Clothing,300,5,517,PayPal,29,0.0,Female,0
3609,2020-01-31 06:53:42,Electronics,224,2,2672,Credit Card,29,1.0,Female,0
3609,2021-06-07 03:18:17,Books,117,5,886,Cash,29,0.0,Female,0
3609,2021-02-01 17:25:29,Clothing,371,3,4847,Credit Card,29,0.0,Female,0
3609,2022-12-27 16:09:02,Clothing,419,2,3710,Credit Card,29,1.0,Female,0
3609,2023-02-23 02:30:03,Home,28,3,373,Cash,29,0.0,Female,0
3609,2020-04-24 22:03:03,Electronics,56,4,798,Credit Card,29,1.0,Female,0
3609,2022-04-22 06:51:53,Clothing,259,3,1331,Credit Card,29,1.0,Female,0
13116,2021-10-18 14:04:05,Books,108,3,4877,PayPal,67,1.0,Female,1
13116,2022-12-30 15:11:16,Books,297,3,4240,PayPal,67,0.0,Female,1
13116,2021-02-11 02:52:28,Clothing,497,4,4738,Credit Card,67,0.0,Female,1
13116,2020-07-27 08:36:18,Electronics,386,3,4854,Credit Card,67,0.0,Female,1
13116,2020-12-31 06:34:28,Clothing,268,1,2095,PayPal,67,1.0,Female,1
13116,2023-01-22 05:43:00,Home,484,5,3010,PayPal,67,1.0,Female,1
13116,2022-06-25 00:54:40,Clothing,23,5,3065,PayPal,67,1.0,Female,1
13116,2023-07-18 17:13:59,Books,480,1,1825,Credit Card,67,0.0,Female,1
13116,2020-04-12 23:32:48,Home,371,1,1596,PayPal,67,0.0,Female,1
38892,2022-07-23 10:29:41,Clothing,151,3,5089,PayPal,35,0.0,Male,0
38892,2023-07-22 00:44:56,Clothing,363,4,4881,PayPal,35,0.0,Male,0
38892,2023-03-09 20:02:58,Clothing,135,2,839,PayPal,35,0.0,Male,0
38892,2020-10-09 11:55:45,Books,261,4,1360,Credit Card,35,1.0,Male,0
38892,2022-11-28 20:54:24,Books,136,1,3029,PayPal,35,0.0,Male,0
38892,2020-05-02 13:36:28,Home,54,2,2537,PayPal,35,0.0,Male,0
18461,2023-04-02 05:19:46,Home,387,3,1793,Credit Card,26,1.0,Male,0
18461,2020-03-13 00:00:41,Books,147,2,4832,Cash,26,0.0,Male,0
18461,2021-01-18 07:53:50,Home,174,4,458,Credit Card,26,1.0,Male,0
18461,2021-08-31 21:25:38,Home,114,1,3684,Cash,26,0.0,Male,0
18461,2023-08-17 09:01:34,Home,177,1,1678,Credit Card,26,1.0,Male,0
18461,2023-03-09 21:31:02,Clothing,187,4,3256,Cash,26,1.0,Male,0
18461,2023-05-23 20:10:12,Books,103,4,1283,Credit Card,26,1.0,Male,0
18461,2022-04-27 13:41:45,Electronics,244,1,2093,PayPal,26,0.0,Male,0
46218,2020-03-20 08:40:50,Books,58,4,658,Cash,56,0.0,Male,0
46218,2023-06-27 00:08:38,Books,303,5,2772,Credit Card,56,0.0,Male,0
46218,2020-10-25 15:37:36,Electronics,360,4,1651,Credit Card,56,1.0,Male,0
46218,2022-05-30 23:33:52,Books,82,5,1049,Cash,56,0.0,Male,0
46218,2021-12-20 05:54:04,Electronics,398,4,2284,Cash,56,1.0,Male,0
7109,2022-01-05 14:47:20,Electronics,403,5,229,Cash,23,1.0,Female,0
7109,2020-01-18 01:07:37,Electronics,447,5,4843,Cash,23,0.0,Female,0
7109,2022-11-01 04:43:53,Books,325,5,463,Cash,23,1.0,Female,0
7109,2023-03-09 15:16:47,Books,384,3,910,PayPal,23,0.0,Female,0
7109,2020-03-04 07:35:43,Clothing,79,4,328,Cash,23,0.0,Female,0
7109,2022-06-20 03:45:19,Home,370,5,4147,Cash,23,1.0,Female,0
32566,2020-07-23 23:45:20,Clothing,149,3,4534,PayPal,58,0.0,Male,0
32566,2021-08-02 09:55:53,Books,453,3,2304,Cash,58,1.0,Male,0
32566,2022-03-05 06:01:56,Books,156,5,2570,Cash,58,0.0,Male,0
32566,2023-06-19 05:27:12,Books,43,4,4200,PayPal,58,0.0,Male,0
44019,2020-02-04 04:52:52,Books,59,5,5160,Cash,58,1.0,Male,0
44019,2020-10-13 14:26:17,Electronics,169,3,2386,Credit Card,58,0.0,Male,0
44019,2020-02-10 19:52:11,Home,107,5,3907,Cash,58,1.0,Male,0
44019,2022-02-25 17:15:19,Books,471,5,2134,Cash,58,0.0,Male,0
44019,2022-10-13 01:06:45,Home,59,1,4729,Credit Card,58,0.0,Male,0
44019,2021-02-07 00:37:18,Electronics,10,4,2393,Cash,58,1.0,Male,0
27722,2020-12-06 08:21:27,Books,28,4,1298,Credit Card,32,0.0,Female,0
27722,2021-03-17 23:26:15,Clothing,130,3,4463,Credit Card,32,0.0,Female,0
27722,2020-09-03 21:45:57,Clothing,283,2,1073,PayPal,32,1.0,Female,0
27722,2023-06-22 10:35:30,Home,374,1,2994,Credit Card,32,0.0,Female,0
27722,2023-07-27 04:12:42,Clothing,440,1,3005,PayPal,32,0.0,Female,0
27722,2021-02-26 02:48:31,Home,162,2,4322,Cash,32,0.0,Female,0
1148,2021-01-15 10:32:23,Clothing,230,1,1197,Cash,68,0.0,Female,0
1148,2021-01-06 07:59:25,Books,436,2,2689,Credit Card,68,1.0,Female,0
1148,2021-09-11 08:39:31,Home,477,1,5131,Credit Card,68,0.0,Female,0
1148,2022-12-20 01:33:55,Clothing,222,5,3698,Credit Card,68,1.0,Female,0
1148,2022-10-21 14:56:00,Books,106,1,2390,Cash,68,1.0,Female,0
4081,2022-05-28 09:42:11,Electronics,406,4,605,Cash,56,1.0,Female,0
4081,2020-07-09 12:43:39,Books,287,1,4114,Credit Card,56,0.0,Female,0
4081,2023-08-01 09:54:33,Clothing,170,2,4667,PayPal,56,0.0,Female,0
4081,2022-06-29 11:48:59,Books,111,4,4409,Cash,56,0.0,Female,0
4081,2022-06-25 16:41:08,Home,414,1,3721,PayPal,56,1.0,Female,0
4081,2022-11-14 18:30:09,Clothing,180,5,2796,Cash,56,0.0,Female,0
8165,2021-01-05 10:08:08,Books,145,2,2612,PayPal,66,1.0,Male,0
8165,2022-12-30 02:33:23,Home,143,5,3705,PayPal,66,1.0,Male,0
8165,2022-11-22 17:41:47,Home,343,1,3716,Credit Card,66,0.0,Male,0
8165,2021-06-05 07:56:13,Electronics,16,3,4041,PayPal,66,0.0,Male,0
8165,2023-01-31 10:15:12,Electronics,151,1,2541,PayPal,66,0.0,Male,0
24593,2020-05-31 03:37:54,Electronics,166,3,4942,Credit Card,62,1.0,Male,0
24593,2022-08-28 19:32:41,Clothing,232,4,2312,Credit Card,62,0.0,Male,0
24593,2021-09-28 04:12:07,Home,74,2,1860,Credit Card,62,0.0,Male,0
39960,2023-07-19 10:10:37,Clothing,91,3,4426,PayPal,35,0.0,Male,0
39960,2021-07-21 13:52:29,Home,381,1,4280,Credit Card,35,0.0,Male,0
39960,2023-06-21 19:32:50,Clothing,356,2,3847,PayPal,35,0.0,Male,0
39960,2022-03-01 13:33:26,Electronics,376,3,2525,Credit Card,35,0.0,Male,0
39960,2020-10-20 23:38:30,Home,359,1,1502,Cash,35,0.0,Male,0
12863,2020-10-05 13:33:20,Clothing,236,5,1357,PayPal,32,1.0,Male,1
12863,2020-07-26 04:59:08,Clothing,223,5,1755,Credit Card,32,1.0,Male,1
12863,2020-07-06 03:50:51,Home,243,3,3532,PayPal,32,0.0,Male,1
12863,2021-01-12 21:37:47,Electronics,269,2,1757,Credit Card,32,1.0,Male,1
12863,2021-11-22 11:25:04,Clothing,469,4,741,PayPal,32,0.0,Male,1
12863,2021-08-16 10:06:37,Electronics,435,5,2952,Cash,32,0.0,Male,1
12863,2023-05-28 01:16:13,Clothing,363,4,1136,Cash,32,0.0,Male,1
115,2023-02-27 15:06:17,Home,483,5,553,PayPal,21,1.0,Male,0
115,2022-04-16 10:39:06,Books,293,2,2473,PayPal,21,0.0,Male,0
115,2020-01-14 18:55:35,Home,413,5,1488,Credit Card,21,0.0,Male,0
115,2021-09-20 05:06:31,Clothing,204,3,653,Credit Card,21,1.0,Male,0
115,2021-06-14 06:20:36,Home,463,1,2975,Credit Card,21,1.0,Male,0
115,2022-03-08 18:38:50,Books,125,5,1683,PayPal,21,0.0,Male,0
115,2022-04-17 22:13:37,Electronics,152,4,3645,PayPal,21,0.0,Male,0
33427,2022-01-29 07:09:30,Books,48,3,2346,PayPal,55,1.0,Female,0
33427,2020-03-07 07:42:40,Books,274,3,879,Cash,55,0.0,Female,0
33427,2021-04-30 20:36:21,Electronics,320,2,3457,PayPal,55,0.0,Female,0
33427,2023-05-20 05:50:13,Electronics,399,4,690,Credit Card,55,0.0,Female,0
33427,2021-08-20 12:49:42,Home,226,3,3832,PayPal,55,1.0,Female,0
33427,2023-09-08 08:36:22,Clothing,266,1,2212,Credit Card,55,1.0,Female,0
33427,2022-08-22 12:30:31,Home,220,4,4366,Credit Card,55,1.0,Female,0
17319,2022-02-12 06:51:24,Electronics,470,3,4408,PayPal,24,1.0,Male,0
17319,2022-04-02 00:58:32,Electronics,204,5,3696,PayPal,24,1.0,Male,0
17319,2023-09-09 01:44:57,Electronics,57,3,1879,Credit Card,24,0.0,Male,0
17319,2023-04-27 13:38:37,Home,26,2,4356,Credit Card,24,1.0,Male,0
17319,2022-01-17 01:32:50,Clothing,169,5,3490,Credit Card,24,1.0,Male,0
17319,2022-10-08 16:22:01,Books,200,2,806,Credit Card,24,0.0,Male,0
17319,2023-06-09 18:50:09,Home,286,5,4834,Cash,24,0.0,Male,0
17319,2020-05-31 01:25:39,Electronics,461,4,301,Cash,24,0.0,Male,0
39909,2023-04-03 21:31:45,Electronics,187,2,3320,Credit Card,35,1.0,Male,0
39909,2021-07-06 18:28:43,Clothing,222,2,953,Credit Card,35,1.0,Male,0
39909,2023-05-30 02:53:00,Books,236,5,4204,Credit Card,35,1.0,Male,0
39909,2023-05-09 10:41:03,Home,311,1,4706,PayPal,35,1.0,Male,0
39909,2021-02-24 20:48:50,Electronics,46,5,483,Cash,35,0.0,Male,0
39909,2020-01-07 07:44:49,Books,253,2,3743,PayPal,35,0.0,Male,0
39909,2022-11-04 04:07:30,Books,36,3,2266,PayPal,35,1.0,Male,0
39909,2021-02-09 09:37:05,Electronics,372,1,3901,Credit Card,35,0.0,Male,0
39909,2021-11-10 05:33:21,Electronics,66,3,4761,Credit Card,35,1.0,Male,0
39909,2023-01-19 11:35:04,Books,169,4,1805,Credit Card,35,1.0,Male,0
33955,2020-01-05 02:55:12,Books,21,4,311,Credit Card,23,1.0,Male,1
33955,2023-08-25 22:45:23,Clothing,480,5,3770,Credit Card,23,0.0,Male,1
33955,2020-04-06 14:40:55,Books,240,3,4643,Credit Card,23,1.0,Male,1
33955,2020-01-20 04:06:58,Electronics,253,3,1909,Credit Card,23,0.0,Male,1
13947,2023-08-31 15:16:10,Electronics,489,5,5243,Cash,64,0.0,Female,0
13947,2021-03-31 06:17:18,Electronics,317,5,2272,Cash,64,0.0,Female,0
13947,2020-01-12 16:01:37,Books,334,1,3131,Cash,64,1.0,Female,0
13947,2021-07-10 13:19:07,Clothing,150,4,2382,Credit Card,64,1.0,Female,0
13947,2021-05-26 09:51:14,Electronics,59,3,5261,Credit Card,64,0.0,Female,0
13909,2021-09-22 18:11:23,Electronics,168,2,3436,PayPal,65,1.0,Female,1
13909,2020-01-02 07:58:20,Clothing,474,1,5093,Cash,65,0.0,Female,1
13909,2020-09-09 08:51:37,Home,418,5,3999,PayPal,65,0.0,Female,1
13909,2021-10-15 03:56:20,Books,238,4,1481,Cash,65,1.0,Female,1
13909,2023-01-10 03:00:14,Books,335,5,3788,PayPal,65,1.0,Female,1
13909,2021-04-08 11:30:14,Clothing,258,1,1977,Credit Card,65,0.0,Female,1
27475,2020-07-24 14:47:46,Home,11,2,3723,Cash,41,0.0,Male,0
27475,2021-01-07 02:33:13,Books,313,1,1287,Credit Card,41,1.0,Male,0
27475,2023-09-03 10:25:00,Clothing,173,3,1415,PayPal,41,0.0,Male,0
27475,2022-03-22 08:32:42,Home,444,3,3713,PayPal,41,0.0,Male,0
27475,2023-04-01 00:32:51,Electronics,268,5,1809,Cash,41,0.0,Male,0
27475,2020-12-26 06:55:54,Electronics,352,4,5166,Cash,41,0.0,Male,0
27475,2021-01-14 14:16:49,Books,85,3,600,PayPal,41,0.0,Male,0
19559,2021-01-06 08:12:59,Clothing,422,4,3880,Cash,46,1.0,Male,0
19559,2023-06-06 05:04:09,Electronics,271,5,990,Cash,46,0.0,Male,0
19559,2020-04-17 01:32:25,Clothing,251,2,3847,PayPal,46,0.0,Male,0
19559,2020-07-17 12:48:54,Home,410,5,494,PayPal,46,1.0,Male,0
19559,2022-12-07 07:33:20,Electronics,423,1,846,Cash,46,0.0,Male,0
33301,2020-04-13 04:32:26,Home,474,2,3323,PayPal,22,1.0,Female,0
33301,2022-06-01 03:23:17,Electronics,379,1,157,PayPal,22,0.0,Female,0
33301,2021-08-20 02:07:46,Electronics,78,1,1763,PayPal,22,0.0,Female,0
33301,2020-09-25 06:03:06,Books,58,3,1440,PayPal,22,1.0,Female,0
33301,2023-09-06 03:14:43,Clothing,359,3,1483,Credit Card,22,1.0,Female,0
33301,2020-03-27 18:07:03,Clothing,274,4,2007,PayPal,22,1.0,Female,0
33301,2020-10-20 08:47:00,Home,458,1,725,PayPal,22,0.0,Female,0
33301,2020-06-14 20:57:36,Electronics,63,4,3004,PayPal,22,1.0,Female,0
33301,2021-04-14 19:20:28,Home,60,5,4053,PayPal,22,0.0,Female,0
44838,2020-02-20 04:12:09,Books,302,2,5017,Cash,29,1.0,Male,0
44838,2021-01-24 10:58:53,Books,278,1,1928,PayPal,29,0.0,Male,0
44838,2023-06-22 06:54:42,Home,403,3,2945,PayPal,29,0.0,Male,0
2576,2023-01-01 08:05:46,Books,177,4,5162,PayPal,69,0.0,Male,0
2576,2020-09-11 12:41:09,Clothing,394,1,5251,PayPal,69,1.0,Male,0
2576,2021-03-03 21:28:09,Clothing,285,5,2949,Cash,69,0.0,Male,0
2576,2020-07-19 17:20:57,Electronics,414,1,2891,PayPal,69,1.0,Male,0
2576,2020-08-12 23:47:35,Books,38,1,1014,Credit Card,69,0.0,Male,0
2576,2023-02-15 08:39:29,Home,282,3,2548,Credit Card,69,1.0,Male,0
44106,2021-11-02 03:22:12,Electronics,322,5,3011,Cash,46,0.0,Male,0
1147,2021-12-07 05:06:51,Clothing,352,5,487,PayPal,57,0.0,Female,0
1147,2022-03-27 01:31:17,Books,409,4,4366,Credit Card,57,0.0,Female,0
23064,2020-01-28 21:31:20,Home,469,3,3786,Cash,54,1.0,Male,0
23064,2020-11-22 21:40:18,Clothing,113,1,4015,PayPal,54,0.0,Male,0
23064,2023-04-12 12:26:01,Books,160,2,4595,Cash,54,1.0,Male,0
23064,2023-03-03 21:18:54,Home,60,5,579,Credit Card,54,1.0,Male,0
23064,2022-01-05 16:26:40,Clothing,56,1,4665,Cash,54,1.0,Male,0
23064,2020-02-17 10:23:31,Electronics,439,5,3142,Cash,54,0.0,Male,0
23064,2021-02-17 06:29:03,Clothing,117,4,2296,PayPal,54,0.0,Male,0
23064,2022-06-23 08:32:06,Books,453,4,4762,PayPal,54,0.0,Male,0
12690,2020-08-03 01:26:28,Clothing,95,2,2392,Cash,26,0.0,Female,0
12690,2021-12-29 05:32:14,Books,27,5,4617,Cash,26,0.0,Female,0
12690,2020-12-09 10:01:53,Home,384,4,304,PayPal,26,0.0,Female,0
12690,2023-06-11 17:24:37,Books,315,4,734,Cash,26,0.0,Female,0
12690,2022-03-21 21:17:37,Electronics,115,1,2460,Cash,26,1.0,Female,0
41039,2022-02-28 14:26:15,Books,459,4,1557,PayPal,40,1.0,Male,0
41039,2020-07-16 20:59:15,Home,401,4,1663,PayPal,40,1.0,Male,0
41039,2020-10-28 04:12:47,Clothing,54,2,668,Cash,40,0.0,Male,0
41039,2022-02-08 04:40:30,Clothing,493,5,3374,PayPal,40,0.0,Male,0
41039,2021-08-14 20:17:58,Books,294,2,5091,PayPal,40,1.0,Male,0
41039,2021-08-30 07:53:17,Books,320,2,4774,PayPal,40,0.0,Male,0
9852,2020-08-10 07:35:11,Clothing,64,3,1155,PayPal,32,0.0,Female,0
9852,2023-03-01 00:12:45,Electronics,414,1,4345,Credit Card,32,0.0,Female,0
9852,2020-07-18 16:45:26,Home,415,3,4172,Credit Card,32,0.0,Female,0
9852,2023-01-03 15:18:06,Clothing,450,4,1816,Credit Card,32,1.0,Female,0
35752,2020-10-18 19:06:35,Electronics,272,4,1528,PayPal,32,0.0,Female,0
35752,2023-07-28 21:34:00,Books,479,3,4004,PayPal,32,0.0,Female,0
35752,2021-11-16 07:35:08,Books,290,4,4003,Credit Card,32,0.0,Female,0
35752,2021-04-04 18:25:32,Clothing,303,3,2104,Credit Card,32,1.0,Female,0
35752,2023-03-02 12:37:56,Clothing,120,4,3020,Cash,32,0.0,Female,0
35752,2021-10-22 02:36:23,Electronics,338,4,3807,PayPal,32,0.0,Female,0
6855,2023-02-02 03:08:12,Books,466,4,452,Cash,19,1.0,Male,0
6855,2022-03-31 13:33:52,Clothing,210,4,3542,PayPal,19,0.0,Male,0
6855,2022-12-18 05:18:12,Electronics,396,2,3648,PayPal,19,1.0,Male,0
6855,2020-04-18 04:51:44,Home,112,1,1019,PayPal,19,0.0,Male,0
6855,2022-02-16 15:44:46,Clothing,434,5,1865,Credit Card,19,0.0,Male,0
6855,2020-09-25 21:26:22,Clothing,329,3,852,Credit Card,19,0.0,Male,0
6855,2023-08-01 17:12:59,Books,431,4,4537,Cash,19,1.0,Male,0
6855,2023-08-23 10:39:35,Electronics,376,4,2628,PayPal,19,0.0,Male,0
47361,2022-11-16 05:36:08,Electronics,317,2,426,Cash,18,0.0,Male,0
47361,2020-12-12 10:11:54,Home,24,2,2648,Credit Card,18,1.0,Male,0
47361,2023-07-11 06:18:34,Books,282,5,3150,PayPal,18,0.0,Male,0
47361,2022-11-27 09:49:20,Books,305,2,495,PayPal,18,1.0,Male,0
47361,2022-10-26 12:09:11,Home,481,4,1539,Credit Card,18,0.0,Male,0
47361,2021-07-06 12:48:31,Clothing,213,5,1115,Credit Card,18,1.0,Male,0
47361,2020-12-17 19:59:58,Electronics,219,1,1868,PayPal,18,0.0,Male,0
47361,2023-01-01 14:12:11,Books,248,1,3159,Credit Card,18,1.0,Male,0
47361,2022-01-23 12:44:23,Electronics,385,2,3780,Credit Card,18,0.0,Male,0
47361,2023-08-01 07:58:29,Clothing,358,2,1629,Cash,18,0.0,Male,0
7341,2020-12-23 08:23:52,Clothing,287,5,4163,PayPal,31,1.0,Female,0
7341,2022-05-01 14:59:44,Books,34,2,186,Credit Card,31,0.0,Female,0
7341,2023-06-17 09:35:11,Home,494,5,1940,Credit Card,31,0.0,Female,0
7341,2023-06-28 16:30:23,Home,237,5,2552,Cash,31,0.0,Female,0
7341,2023-03-10 13:19:35,Books,400,5,1999,Cash,31,1.0,Female,0
7341,2023-04-27 07:55:47,Electronics,185,3,3444,Cash,31,1.0,Female,0
45699,2022-05-17 01:04:36,Clothing,96,4,1093,PayPal,65,1.0,Male,0
45699,2022-01-29 02:56:41,Books,349,3,2310,Credit Card,65,1.0,Male,0
45699,2022-09-29 17:08:13,Electronics,103,3,3145,Cash,65,1.0,Male,0
45699,2021-07-19 01:14:04,Clothing,11,5,1905,PayPal,65,1.0,Male,0
21156,2022-01-21 14:06:22,Clothing,379,5,5313,Credit Card,68,1.0,Male,0
21156,2020-03-29 10:18:19,Books,431,4,4201,PayPal,68,0.0,Male,0
21156,2020-09-13 13:18:37,Electronics,352,1,4939,Cash,68,0.0,Male,0
21156,2022-08-18 15:34:19,Clothing,265,1,2210,Cash,68,0.0,Male,0
21156,2021-12-20 07:02:47,Clothing,117,2,2414,PayPal,68,0.0,Male,0
21156,2023-08-29 15:45:39,Books,189,3,3213,PayPal,68,0.0,Male,0
21156,2023-05-04 23:59:16,Electronics,473,4,3190,PayPal,68,1.0,Male,0
11343,2020-04-08 05:16:34,Home,396,3,3503,Cash,26,0.0,Female,0
11343,2022-09-25 06:37:06,Electronics,375,1,442,PayPal,26,0.0,Female,0
11343,2020-04-27 09:34:09,Books,191,5,2409,Credit Card,26,1.0,Female,0
11343,2021-02-06 09:14:27,Books,316,4,3237,Cash,26,1.0,Female,0
11343,2021-11-03 12:36:26,Electronics,162,2,869,PayPal,26,0.0,Female,0
11343,2023-06-09 11:18:00,Clothing,67,5,319,Cash,26,0.0,Female,0
30513,2020-02-27 19:53:23,Books,326,4,2643,Credit Card,60,1.0,Female,1
30513,2022-08-22 23:27:45,Books,212,3,4452,Cash,60,1.0,Female,1
30513,2022-08-11 03:48:50,Clothing,278,1,1229,PayPal,60,0.0,Female,1
30513,2020-06-22 22:48:18,Clothing,177,3,2538,Credit Card,60,0.0,Female,1
30513,2020-12-05 23:52:07,Home,155,5,2877,Credit Card,60,0.0,Female,1
30513,2020-05-08 04:29:47,Clothing,481,2,3467,Cash,60,0.0,Female,1
30513,2023-02-13 01:03:23,Home,150,5,2555,PayPal,60,0.0,Female,1
43981,2023-04-20 14:48:26,Electronics,34,2,4979,Credit Card,55,0.0,Female,0
43981,2022-11-11 06:36:18,Clothing,210,1,3718,Credit Card,55,1.0,Female,0
43981,2021-03-19 23:43:34,Electronics,169,1,1611,Cash,55,0.0,Female,0
43981,2020-08-17 22:10:52,Books,387,3,4916,Cash,55,0.0,Female,0
43981,2021-02-09 23:10:21,Clothing,362,5,1588,Cash,55,1.0,Female,0
47487,2020-07-19 01:21:13,Electronics,177,1,985,Credit Card,59,0.0,Male,1
47487,2021-02-28 18:41:23,Clothing,410,4,2655,Cash,59,1.0,Male,1
47487,2022-04-15 02:09:16,Books,262,1,364,Cash,59,0.0,Male,1
47487,2020-11-26 04:38:46,Electronics,238,3,2935,Cash,59,0.0,Male,1
47487,2022-10-11 01:39:47,Clothing,382,5,3126,Credit Card,59,1.0,Male,1
47487,2023-03-02 20:25:56,Home,194,1,2825,Cash,59,1.0,Male,1
47487,2021-10-17 14:54:27,Books,402,2,2645,Credit Card,59,1.0,Male,1
30848,2021-11-06 16:16:02,Books,414,3,4115,Credit Card,68,0.0,Male,0
30848,2022-02-15 22:17:29,Electronics,338,2,4543,Cash,68,1.0,Male,0
30609,2021-11-05 15:20:20,Electronics,405,1,5274,PayPal,62,1.0,Male,0
30609,2022-11-25 23:26:01,Clothing,442,5,1421,Credit Card,62,0.0,Male,0
30609,2022-07-10 22:41:11,Books,206,1,1390,PayPal,62,0.0,Male,0
30609,2020-02-02 20:18:31,Books,274,5,5107,Cash,62,1.0,Male,0
30609,2022-02-10 08:54:20,Electronics,15,2,1436,PayPal,62,0.0,Male,0
38821,2023-01-16 13:32:23,Clothing,345,4,4390,PayPal,56,0.0,Male,0
38821,2023-03-29 05:41:19,Electronics,476,3,2127,Cash,56,0.0,Male,0
38821,2022-12-09 21:27:28,Home,128,2,4585,Cash,56,0.0,Male,0
38821,2022-07-12 06:53:42,Home,63,2,3739,PayPal,56,1.0,Male,0
41191,2021-01-14 03:47:24,Books,152,1,439,Credit Card,61,0.0,Male,0
41191,2020-05-07 22:38:09,Electronics,82,2,1276,Credit Card,61,0.0,Male,0
41191,2022-02-18 21:04:14,Electronics,300,1,5301,Cash,61,1.0,Male,0
41191,2022-09-28 06:26:01,Home,403,3,2699,Credit Card,61,0.0,Male,0
41191,2022-04-22 09:12:16,Clothing,101,4,1691,PayPal,61,0.0,Male,0
41191,2023-05-25 13:43:24,Electronics,17,5,2379,Cash,61,1.0,Male,0
41191,2020-01-05 12:34:58,Clothing,48,5,4466,PayPal,61,1.0,Male,0
41191,2020-11-13 07:10:13,Home,66,4,1575,Credit Card,61,0.0,Male,0
41191,2020-03-30 05:05:30,Home,222,4,4877,PayPal,61,1.0,Male,0
12061,2023-01-30 21:20:51,Clothing,372,4,2900,Credit Card,45,0.0,Female,0
12061,2023-01-21 22:34:21,Electronics,424,4,3319,Cash,45,0.0,Female,0
