Customer ID,Recency,Frequency,Monetary,Avg_Order_Value,Total_Quantity,Return_Rate,Churn,Age,Gender,R_Score,F_Score,M_Score,RFM_Score,Segment
1573,776,4,15573,3893.25,8,0.25,0,65,Male,1,2,4,7,Potential Loyalists
1574,139,10,27698,2769.8,29,0.5,0,51,Male,3,5,5,13,Champions
1575,60,6,14602,2433.6666666666665,18,0.3333333333333333,0,49,Male,5,4,3,12,Loyal / High Value
1576,53,3,8537,2845.6666666666665,11,0.6666666666666666,0,44,Male,5,1,2,8,Potential Loyalists
1577,213,5,19448,3889.6,9,0.6,0,39,Female,3,3,5,11,Loyal / High Value
1578,188,8,16572,2071.5,27,0.5,1,59,Female,3,5,4,12,Loyal / High Value
1579,435,3,7310,2436.6666666666665,12,0.3333333333333333,1,54,Female,1,1,1,3,Hibernating
1580,92,3,7643,2547.6666666666665,8,0.3333333333333333,0,61,Female,4,1,1,6,At Risk
1581,188,2,3084,1542.0,6,1.0,0,54,Male,3,1,1,5,At Risk
1582,192,8,27598,3449.75,31,0.375,0,68,Male,3,5,5,13,Champions
1583,198,7,25059,3579.8571428571427,22,0.42857142857142855,1,67,Female,3,4,5,12,Loyal / High Value
1584,208,9,17822,1980.2222222222222,28,0.5555555555555556,0,34,Female,3,5,4,12,Loyal / High Value
1585,313,6,19420,3236.6666666666665,21,0.16666666666666666,0,39,Male,2,4,5,11,Loyal / High Value
1586,825,6,13736,2289.3333333333335,19,0.5,1,35,Male,1,4,3,8,Potential Loyalists
1587,569,2,6824,3412.0,5,0.0,0,31,Male,1,1,1,3,Hibernating
1588,407,4,14034,3508.5,10,0.5,0,26,Female,2,2,3,7,Potential Loyalists
1589,48,8,16261,2032.625,24,0.25,1,19,Female,5,5,4,14,Champions
1590,295,6,15103,2517.1666666666665,21,0.3333333333333333,0,31,Female,2,4,4,10,Loyal / High Value
1591,184,2,4846,2423.0,5,0.5,0,49,Female,3,1,1,5,At Risk
1592,53,5,16404,3280.8,18,0.4,0,57,Male,5,3,4,12,Loyal / High Value
1593,699,4,10780,2695.0,7,0.25,1,67,Male,1,2,2,5,At Risk
1594,18,6,18132,3022.0,23,0.16666666666666666,0,25,Male,5,4,4,13,Champions
1595,80,8,12110,1513.75,19,0.5,0,47,Male,4,5,3,12,Loyal / High Value
1596,20,5,12758,2551.6,16,0.2,0,67,Female,5,3,3,11,Loyal / High Value
1597,385,6,10416,1736.0,15,0.16666666666666666,0,64,Female,2,4,2,8,Potential Loyalists
1598,312,6,16508,2751.3333333333335,20,0.0,0,18,Female,2,4,4,10,Loyal / High Value
1599,149,9,22936,2548.4444444444443,25,0.2222222222222222,0,24,Male,3,5,5,13,Champions
1600,821,3,10480,3493.3333333333335,9,0.3333333333333333,0,65,Male,1,1,2,4,Hibernating
1601,84,6,10754,1792.3333333333333,18,0.3333333333333333,0,47,Male,4,4,2,10,Loyal / High Value
1602,271,2,1862,931.0,3,0.5,0,65,Female,2,1,1,4,Hibernating
1603,72,4,9629,2407.25,15,0.25,1,53,Female,4,2,2,8,Potential Loyalists
1604,35,5,10090,2018.0,15,0.2,0,47,Male,5,3,2,10,Loyal / High Value
1605,44,5,9373,1874.6,17,0.4,0,67,Male,5,3,2,10,Loyal / High Value
1606,832,4,10366,2591.5,9,0.25,0,23,Male,1,2,2,5,At Risk
1607,11,7,22073,3153.285714285714,18,0.5714285714285714,0,43,Female,5,4,5,14,Champions
1608,178,5,14048,2809.6,6,0.6,0,34,Female,3,3,3,9,Potential Loyalists
1609,56,5,14338,2867.6,17,0.6,0,30,Male,5,3,3,11,Loyal / High Value
1610,10,3,3063,1021.0,5,0.6666666666666666,0,41,Male,5,1,1,7,Potential Loyalists
1611,427,5,13394,2678.8,13,0.2,0,27,Male,2,3,3,8,Potential Loyalists
1612,468,6,12438,2073.0,12,0.16666666666666666,1,54,Male,1,4,3,8,Potential Loyalists
1613,207,6,10551,1758.5,17,0.5,0,29,Male,3,4,2,9,Potential Loyalists
1614,3,6,20516,3419.3333333333335,17,0.3333333333333333,0,59,Female,5,4,5,14,Champions
1615,15,2,5353,2676.5,6,0.5,0,46,Female,5,1,1,7,Potential Loyalists
1616,196,4,10825,2706.25,10,0.75,0,47,Male,3,2,2,7,Potential Loyalists
1617,515,1,3233,3233.0,5,0.0,1,49,Female,1,1,1,3,Hibernating
1618,217,3,4600,1533.3333333333333,12,0.0,0,28,Female,3,1,1,5,At Risk
1619,184,6,16875,2812.5,14,0.16666666666666666,0,49,Female,3,4,4,11,Loyal / High Value
1620,341,4,11062,2765.5,17,0.0,0,58,Female,2,2,2,6,At Risk
1621,98,7,16392,2341.714285714286,17,0.42857142857142855,0,21,Male,4,4,4,12,Loyal / High Value
1622,111,5,14582,2916.4,17,0.4,0,24,Male,4,3,3,10,Loyal / High Value
1623,570,2,1849,924.5,6,0.5,0,24,Female,1,1,1,3,Hibernating
1624,305,3,4845,1615.0,13,0.3333333333333333,1,52,Female,2,1,1,4,Hibernating
1625,59,5,11075,2215.0,19,0.6,1,25,Male,5,3,2,10,Loyal / High Value
1626,86,7,24097,3442.4285714285716,24,0.2857142857142857,0,38,Male,4,4,5,13,Champions
1627,290,5,8797,1759.4,16,0.2,0,57,Male,2,3,2,7,Potential Loyalists
1628,129,3,3396,1132.0,10,0.0,1,19,Female,4,1,1,6,At Risk
1629,123,6,15114,2519.0,20,0.3333333333333333,0,33,Female,4,4,4,12,Loyal / High Value
1630,85,3,6164,2054.6666666666665,13,0.6666666666666666,1,55,Female,4,1,1,6,At Risk
1631,75,8,22067,2758.375,25,0.625,0,61,Female,4,5,5,14,Champions
1632,341,5,14204,2840.8,18,0.4,0,32,Male,2,3,3,8,Potential Loyalists
1633,95,4,4846,1211.5,14,0.25,0,66,Female,4,2,1,7,Potential Loyalists
1634,65,9,21109,2345.4444444444443,28,0.2222222222222222,1,49,Female,4,5,5,14,Champions
1635,1,9,17770,1974.4444444444443,23,0.3333333333333333,1,46,Male,5,5,4,14,Champions
1636,299,4,10784,2696.0,14,0.25,0,57,Male,2,2,2,6,At Risk
1637,301,8,15205,1900.625,22,0.375,0,53,Female,2,5,4,11,Loyal / High Value
1638,10,9,21086,2342.8888888888887,30,0.3333333333333333,1,33,Male,5,5,5,15,Champions
1639,309,2,7756,3878.0,7,0.0,0,66,Male,2,1,1,4,Hibernating
1640,292,6,14376,2396.0,24,0.3333333333333333,0,70,Female,2,4,3,9,Potential Loyalists
1641,277,4,13073,3268.25,10,0.5,0,25,Male,2,2,3,7,Potential Loyalists
1642,216,4,11658,2914.5,12,0.5,0,43,Male,3,2,3,8,Potential Loyalists
1643,31,3,8909,2969.6666666666665,3,0.6666666666666666,0,28,Female,5,1,2,8,Potential Loyalists
1644,603,5,15543,3108.6,15,0.8,0,62,Female,1,3,4,8,Potential Loyalists
1645,241,7,19776,2825.1428571428573,19,0.2857142857142857,1,68,Male,3,4,5,12,Loyal / High Value
1646,176,6,15655,2609.1666666666665,13,0.5,1,36,Female,3,4,4,11,Loyal / High Value
1647,88,5,12524,2504.8,19,0.6,0,67,Female,4,3,3,10,Loyal / High Value
1648,103,5,13866,2773.2,20,0.4,0,18,Male,4,3,3,10,Loyal / High Value
1649,187,4,9902,2475.5,17,0.25,0,59,Female,3,2,2,7,Potential Loyalists
1650,53,8,18669,2333.625,29,0.25,0,18,Male,5,5,4,14,Champions
1651,181,5,14358,2871.6,15,0.4,1,42,Female,3,3,3,9,Potential Loyalists
1652,159,1,4536,4536.0,3,0.0,0,62,Female,3,1,1,5,At Risk
1653,523,4,7072,1768.0,15,0.75,0,19,Female,1,2,1,4,Hibernating
1654,11,6,20011,3335.1666666666665,19,0.6666666666666666,0,51,Female,5,4,5,14,Champions
1655,1068,4,12580,3145.0,10,0.25,0,69,Male,1,2,3,6,At Risk
1656,163,6,17057,2842.8333333333335,22,0.5,0,44,Male,3,4,4,11,Loyal / High Value
1657,43,9,27695,3077.222222222222,35,0.7777777777777778,0,49,Male,5,5,5,15,Champions
1658,80,5,11537,2307.4,12,0.4,1,50,Male,4,3,3,10,Loyal / High Value
1659,65,2,7679,3839.5,6,0.5,0,33,Female,4,1,1,6,At Risk
1660,202,3,9265,3088.3333333333335,5,0.0,0,38,Female,3,1,2,6,At Risk
1661,152,3,8936,2978.6666666666665,6,0.0,1,37,Female,3,1,2,6,At Risk
1662,387,6,13504,2250.6666666666665,14,0.16666666666666666,1,41,Male,2,4,3,9,Potential Loyalists
1663,196,6,14956,2492.6666666666665,21,0.16666666666666666,0,29,Male,3,4,4,11,Loyal / High Value
1664,190,6,21605,3600.8333333333335,16,0.3333333333333333,1,49,Female,3,4,5,12,Loyal / High Value
1665,563,5,12888,2577.6,16,0.2,0,38,Male,1,3,3,7,Potential Loyalists
1666,124,9,20504,2278.222222222222,21,0.8888888888888888,0,26,Male,4,5,5,14,Champions
1667,404,4,10122,2530.5,9,0.0,1,26,Female,2,2,2,6,At Risk
1668,11,7,16025,2289.285714285714,20,0.2857142857142857,1,36,Female,5,4,4,13,Champions
1669,45,2,4604,2302.0,9,0.5,0,49,Female,5,1,1,7,Potential Loyalists
1670,42,5,9144,1828.8,13,0.8,0,52,Male,5,3,2,10,Loyal / High Value
1671,261,5,14925,2985.0,17,0.2,0,42,Male,2,3,4,9,Potential Loyalists
1672,247,7,19350,2764.285714285714,19,0.2857142857142857,0,64,Male,2,4,5,11,Loyal / High Value
1673,64,8,20370,2546.25,25,0.125,0,30,Female,4,5,5,14,Champions
1674,219,7,20999,2999.8571428571427,27,0.42857142857142855,0,51,Male,3,4,5,12,Loyal / High Value
1675,552,3,11765,3921.6666666666665,8,0.3333333333333333,0,20,Male,1,1,3,5,At Risk
1676,83,4,7938,1984.5,10,0.75,0,29,Female,4,2,2,8,Potential Loyalists
1677,356,5,9678,1935.6,19,0.6,1,19,Female,2,3,2,7,Potential Loyalists
1678,176,7,21495,3070.714285714286,22,0.5714285714285714,0,21,Female,3,4,5,12,Loyal / High Value
1679,768,5,16314,3262.8,16,0.6,0,64,Female,1,3,4,8,Potential Loyalists
1680,566,2,5096,2548.0,6,1.0,0,57,Male,1,1,1,3,Hibernating
1681,53,4,8974,2243.5,8,0.75,0,65,Male,5,2,2,9,Potential Loyalists
1682,276,11,36946,3358.7272727272725,36,0.5454545454545454,0,53,Male,2,5,5,12,Loyal / High Value
1683,204,3,12937,4312.333333333333,6,0.6666666666666666,1,54,Male,3,1,3,7,Potential Loyalists
1684,207,4,13683,3420.75,16,0.75,1,19,Female,3,2,3,8,Potential Loyalists
1685,51,4,10983,2745.75,12,0.5,1,60,Male,5,2,2,9,Potential Loyalists
1686,77,6,21958,3659.6666666666665,13,0.5,0,19,Male,4,4,5,13,Champions
1687,108,5,14095,2819.0,15,0.4,0,55,Female,4,3,3,10,Loyal / High Value
1688,408,6,21265,3544.1666666666665,14,0.6666666666666666,0,59,Female,2,4,5,11,Loyal / High Value
1689,171,5,16909,3381.8,13,0.6,0,58,Male,3,3,4,10,Loyal / High Value
1690,198,6,13403,2233.8333333333335,23,0.16666666666666666,0,69,Female,3,4,3,10,Loyal / High Value
1691,20,3,6531,2177.0,10,0.6666666666666666,0,50,Female,5,1,1,7,Potential Loyalists
1692,34,4,2572,643.0,11,0.25,0,26,Male,5,2,1,8,Potential Loyalists
1693,15,7,19342,2763.1428571428573,22,0.5714285714285714,1,51,Male,5,4,5,14,Champions
1694,177,8,29250,3656.25,19,0.375,0,18,Female,3,5,5,13,Champions
1695,288,2,6983,3491.5,6,0.5,0,26,Female,2,1,1,4,Hibernating
1696,185,7,20797,2971.0,23,0.2857142857142857,0,43,Female,3,4,5,12,Loyal / High Value
1697,70,5,18304,3660.8,14,0.4,1,63,Male,4,3,4,11,Loyal / High Value
1698,557,3,8547,2849.0,12,0.0,1,40,Male,1,1,2,4,Hibernating
1699,690,6,16017,2669.5,21,0.3333333333333333,1,29,Male,1,4,4,9,Potential Loyalists
1700,283,4,1436,359.0,7,0.5,0,19,Female,2,2,1,5,At Risk
1701,28,4,11011,2752.75,12,0.25,0,70,Female,5,2,2,9,Potential Loyalists
1702,4,4,11131,2782.75,10,0.5,0,26,Male,5,2,2,9,Potential Loyalists
1703,48,5,17667,3533.4,11,0.4,0,69,Female,5,3,4,12,Loyal / High Value
1704,330,3,6173,2057.6666666666665,13,1.0,0,33,Female,2,1,1,4,Hibernating
1705,91,5,11860,2372.0,13,1.0,0,54,Male,4,3,3,10,Loyal / High Value
1706,753,2,4736,2368.0,6,0.5,1,68,Male,1,1,1,3,Hibernating
1707,78,7,18625,2660.714285714286,31,0.7142857142857143,0,68,Male,4,4,4,12,Loyal / High Value
1708,57,6,14914,2485.6666666666665,18,0.16666666666666666,0,34,Female,5,4,4,13,Champions
1709,95,5,16356,3271.2,13,0.6,0,28,Female,4,3,4,11,Loyal / High Value
1710,58,4,13837,3459.25,15,0.25,0,30,Male,5,2,3,10,Loyal / High Value
1711,126,5,14924,2984.8,13,0.6,0,42,Male,4,3,4,11,Loyal / High Value
1712,173,5,10106,2021.2,17,0.6,1,63,Female,3,3,2,8,Potential Loyalists
1713,25,3,9829,3276.3333333333335,6,0.3333333333333333,0,48,Male,5,1,2,8,Potential Loyalists
1714,430,5,8744,1748.8,17,0.4,0,35,Male,2,3,2,7,Potential Loyalists
1715,167,6,20885,3480.8333333333335,21,0.0,0,42,Female,3,4,5,12,Loyal / High Value
1716,63,7,15894,2270.5714285714284,28,0.42857142857142855,0,34,Female,4,4,4,12,Loyal / High Value
1717,122,6,12991,2165.1666666666665,23,0.16666666666666666,1,56,Male,4,4,3,11,Loyal / High Value
1718,153,9,27117,3013.0,27,0.1111111111111111,0,67,Male,3,5,5,13,Champions
1719,17,4,10797,2699.25,9,0.25,0,28,Female,5,2,2,9,Potential Loyalists
1720,439,8,18065,2258.125,26,0.375,1,67,Male,1,5,4,10,Loyal / High Value
1721,459,4,9090,2272.5,13,0.75,0,30,Male,1,2,2,5,At Risk
1722,535,6,19454,3242.3333333333335,12,0.16666666666666666,0,20,Male,1,4,5,10,Loyal / High Value
1723,337,4,11199,2799.75,10,0.25,0,51,Female,2,2,2,6,At Risk
1724,79,5,14337,2867.4,14,0.4,0,70,Male,4,3,3,10,Loyal / High Value
1725,121,2,7414,3707.0,6,0.0,0,60,Male,4,1,1,6,At Risk
1726,799,3,9073,3024.3333333333335,10,0.0,0,47,Male,1,1,2,4,Hibernating
1727,292,5,10792,2158.4,11,0.6,0,21,Male,2,3,2,7,Potential Loyalists
1728,88,8,27584,3448.0,33,0.25,0,20,Female,4,5,5,14,Champions
1729,196,5,11568,2313.6,11,0.0,0,37,Female,3,3,3,9,Potential Loyalists
1730,185,9,28732,3192.4444444444443,30,0.4444444444444444,0,46,Female,3,5,5,13,Champions
1731,36,5,13276,2655.2,11,0.4,0,21,Female,5,3,3,11,Loyal / High Value
1732,92,5,18077,3615.4,12,0.2,0,70,Male,4,3,4,11,Loyal / High Value
1733,905,2,6739,3369.5,10,0.5,0,64,Male,1,1,1,3,Hibernating
1734,39,5,14931,2986.2,15,0.8,0,31,Male,5,3,4,12,Loyal / High Value
1735,125,4,15406,3851.5,8,0.25,0,65,Male,4,2,4,10,Loyal / High Value
1736,1169,1,2323,2323.0,3,1.0,1,31,Female,1,1,1,3,Hibernating
1737,29,6,17528,2921.3333333333335,13,0.3333333333333333,1,65,Male,5,4,4,13,Champions
1738,278,9,21756,2417.3333333333335,19,0.4444444444444444,0,44,Female,2,5,5,12,Loyal / High Value
1739,294,5,16705,3341.0,18,0.4,0,42,Female,2,3,4,9,Potential Loyalists
1740,317,2,2695,1347.5,3,0.5,0,35,Male,2,1,1,4,Hibernating
1741,206,6,13040,2173.3333333333335,15,0.6666666666666666,0,54,Female,3,4,3,10,Loyal / High Value
1742,532,2,8913,4456.5,8,0.0,0,64,Male,1,1,2,4,Hibernating
1743,363,7,15698,2242.5714285714284,24,0.14285714285714285,0,38,Female,2,4,4,10,Loyal / High Value
1744,521,3,8562,2854.0,13,0.6666666666666666,0,48,Male,1,1,2,4,Hibernating
1745,79,7,13598,1942.5714285714287,24,0.5714285714285714,0,42,Female,4,4,3,11,Loyal / High Value
1746,187,8,20446,2555.75,23,0.375,0,58,Male,3,5,5,13,Champions
1747,469,7,20920,2988.5714285714284,21,0.2857142857142857,1,48,Female,1,4,5,10,Loyal / High Value
1748,791,3,10369,3456.3333333333335,9,0.3333333333333333,0,18,Female,1,1,2,4,Hibernating
1749,595,3,8823,2941.0,5,0.0,0,60,Female,1,1,2,4,Hibernating
1750,174,5,13494,2698.8,18,0.2,0,45,Male,3,3,3,9,Potential Loyalists
1751,109,6,17504,2917.3333333333335,17,0.0,1,65,Male,4,4,4,12,Loyal / High Value
1752,134,10,25335,2533.5,24,0.6,0,64,Male,4,5,5,14,Champions
1753,317,6,16430,2738.3333333333335,14,0.5,0,24,Female,2,4,4,10,Loyal / High Value
1754,293,3,8384,2794.6666666666665,7,1.0,0,29,Female,2,1,2,5,At Risk
1755,765,7,14624,2089.1428571428573,22,0.42857142857142855,0,25,Female,1,4,3,8,Potential Loyalists
1756,164,5,13221,2644.2,18,0.6,0,59,Female,3,3,3,9,Potential Loyalists
1757,135,7,12375,1767.857142857143,18,0.2857142857142857,0,33,Female,4,4,3,11,Loyal / High Value
1758,24,3,14387,4795.666666666667,9,0.6666666666666666,0,41,Male,5,1,3,9,Potential Loyalists
1759,328,5,16988,3397.6,21,0.4,0,46,Female,2,3,4,9,Potential Loyalists
1760,1339,1,3306,3306.0,1,0.0,0,56,Female,1,1,1,3,Hibernating
1761,64,3,11785,3928.3333333333335,10,0.0,1,38,Male,4,1,3,8,Potential Loyalists
1762,237,3,4090,1363.3333333333333,6,0.6666666666666666,0,47,Female,3,1,1,5,At Risk
1763,97,2,4971,2485.5,9,0.0,0,66,Female,4,1,1,6,At Risk
1764,431,4,13174,3293.5,15,0.25,0,19,Male,1,2,3,6,At Risk
1765,212,9,24248,2694.222222222222,21,0.1111111111111111,0,33,Male,3,5,5,13,Champions
1766,5,8,21374,2671.75,23,0.5,0,56,Female,5,5,5,15,Champions
1767,112,2,7045,3522.5,6,0.0,1,67,Male,4,1,1,6,At Risk
1768,409,3,8930,2976.6666666666665,9,0.0,0,18,Male,2,1,2,5,At Risk
1769,111,7,21659,3094.1428571428573,24,0.5714285714285714,0,38,Female,4,4,5,13,Champions
1770,411,5,15476,3095.2,19,0.6,0,32,Female,2,3,4,9,Potential Loyalists
1771,63,9,22933,2548.1111111111113,24,0.3333333333333333,0,38,Male,4,5,5,14,Champions
1772,117,7,14778,2111.1428571428573,20,0.2857142857142857,1,61,Male,4,4,3,11,Loyal / High Value
1773,1180,4,10339,2584.75,10,0.0,0,28,Male,1,2,2,5,At Risk
1774,197,5,12337,2467.4,14,0.2,0,20,Female,3,3,3,9,Potential Loyalists
1775,196,7,24508,3501.1428571428573,26,0.42857142857142855,0,65,Male,3,4,5,12,Loyal / High Value
1776,830,4,8957,2239.25,14,0.25,0,39,Male,1,2,2,5,At Risk
1777,3,7,16843,2406.1428571428573,22,0.42857142857142855,0,26,Female,5,4,4,13,Champions
1778,757,3,6449,2149.6666666666665,11,0.6666666666666666,0,33,Female,1,1,1,3,Hibernating
1779,98,3,7245,2415.0,11,0.3333333333333333,0,58,Female,4,1,1,6,At Risk
1780,16,6,15795,2632.5,20,0.6666666666666666,0,42,Female,5,4,4,13,Champions
1781,73,3,10381,3460.3333333333335,7,0.6666666666666666,0,31,Male,4,1,2,7,Potential Loyalists
1782,245,7,17524,2503.4285714285716,25,0.14285714285714285,0,44,Female,3,4,4,11,Loyal / High Value
1783,206,4,7968,1992.0,8,0.5,0,59,Male,3,2,2,7,Potential Loyalists
1784,414,3,7088,2362.6666666666665,10,0.6666666666666666,0,55,Female,2,1,1,4,Hibernating
1785,202,3,10623,3541.0,11,0.6666666666666666,0,34,Female,3,1,2,6,At Risk
1786,63,9,18929,2103.222222222222,30,0.1111111111111111,0,60,Female,4,5,4,13,Champions
1787,217,4,12266,3066.5,16,0.5,0,28,Female,3,2,3,8,Potential Loyalists
1788,163,4,9196,2299.0,13,0.5,0,30,Female,3,2,2,7,Potential Loyalists
1789,81,7,18510,2644.285714285714,15,0.5714285714285714,0,43,Female,4,4,4,12,Loyal / High Value
1790,361,3,13281,4427.0,10,0.6666666666666666,0,48,Female,2,1,3,6,At Risk
1791,882,4,18707,4676.75,13,0.0,0,70,Female,1,2,4,7,Potential Loyalists
1792,90,7,23334,3333.4285714285716,19,0.5714285714285714,0,32,Female,4,4,5,13,Champions
1793,10,5,17163,3432.6,12,0.6,0,65,Female,5,3,4,12,Loyal / High Value
1794,45,7,25692,3670.285714285714,30,0.42857142857142855,0,60,Male,5,4,5,14,Champions
1795,23,3,9185,3061.6666666666665,13,0.3333333333333333,0,51,Female,5,1,2,8,Potential Loyalists
1796,94,5,11466,2293.2,16,0.4,1,30,Female,4,3,3,10,Loyal / High Value
1797,62,2,8396,4198.0,7,0.0,0,46,Male,4,1,2,7,Potential Loyalists
1798,292,4,10682,2670.5,12,0.25,0,26,Male,2,2,2,6,At Risk
1799,530,3,8627,2875.6666666666665,7,0.3333333333333333,0,70,Female,1,1,2,4,Hibernating
1800,307,5,13895,2779.0,14,0.8,0,60,Female,2,3,3,8,Potential Loyalists
1801,174,5,13729,2745.8,12,0.4,0,49,Male,3,3,3,9,Potential Loyalists
1802,99,6,18254,3042.3333333333335,18,0.3333333333333333,1,20,Male,4,4,4,12,Loyal / High Value
1803,137,8,24479,3059.875,23,0.375,0,69,Male,4,5,5,14,Champions
1804,148,7,18377,2625.285714285714,23,0.42857142857142855,0,47,Male,3,4,4,11,Loyal / High Value
1805,56,5,9355,1871.0,13,0.4,0,29,Male,5,3,2,10,Loyal / High Value
1806,94,4,13340,3335.0,9,0.5,0,37,Female,4,2,3,9,Potential Loyalists
1807,128,5,14158,2831.6,18,0.2,0,65,Male,4,3,3,10,Loyal / High Value
1808,291,7,22633,3233.285714285714,24,0.42857142857142855,0,61,Male,2,4,5,11,Loyal / High Value
1809,24,3,6744,2248.0,8,1.0,0,22,Female,5,1,1,7,Potential Loyalists
1810,49,4,13405,3351.25,13,0.75,0,35,Male,5,2,3,10,Loyal / High Value
1811,382,4,5886,1471.5,14,0.5,0,63,Male,2,2,1,5,At Risk
1812,108,5,16802,3360.4,16,0.0,0,29,Male,4,3,4,11,Loyal / High Value
1813,55,10,22903,2290.3,25,0.6,0,67,Male,5,5,5,15,Champions
1814,85,7,25004,3572.0,23,0.42857142857142855,1,65,Male,4,4,5,13,Champions
1815,6,6,10797,1799.5,13,0.3333333333333333,1,32,Female,5,4,2,11,Loyal / High Value
1816,893,3,7418,2472.6666666666665,7,0.3333333333333333,1,47,Female,1,1,1,3,Hibernating
1817,84,4,11884,2971.0,11,0.75,1,57,Female,4,2,3,9,Potential Loyalists
1818,442,4,15536,3884.0,11,0.25,0,56,Female,1,2,4,7,Potential Loyalists
1819,276,3,11825,3941.6666666666665,9,0.6666666666666666,0,22,Female,2,1,3,6,At Risk
1820,315,5,21573,4314.6,11,0.6,0,47,Female,2,3,5,10,Loyal / High Value
1821,1,3,3429,1143.0,11,0.3333333333333333,0,23,Female,5,1,1,7,Potential Loyalists
1822,114,5,18732,3746.4,9,0.6,0,62,Female,4,3,4,11,Loyal / High Value
1823,78,3,7816,2605.3333333333335,9,0.6666666666666666,0,18,Male,4,1,2,7,Potential Loyalists
1824,63,6,13591,2265.1666666666665,17,0.5,0,39,Male,4,4,3,11,Loyal / High Value
1825,97,6,18626,3104.3333333333335,19,0.5,0,29,Male,4,4,4,12,Loyal / High Value
1826,250,3,7800,2600.0,10,0.3333333333333333,0,61,Female,2,1,2,5,At Risk
1827,140,6,19744,3290.6666666666665,16,0.3333333333333333,0,50,Male,3,4,5,12,Loyal / High Value
1828,161,5,11893,2378.6,18,0.2,1,42,Male,3,3,3,9,Potential Loyalists
1829,150,7,20770,2967.1428571428573,22,0.42857142857142855,0,46,Male,3,4,5,12,Loyal / High Value
1830,159,8,17352,2169.0,25,0.125,0,38,Male,3,5,4,12,Loyal / High Value
1831,472,4,5618,1404.5,13,0.75,1,38,Male,1,2,1,4,Hibernating
1832,49,8,20022,2502.75,23,0.25,1,52,Female,5,5,5,15,Champions
1833,45,5,18600,3720.0,10,0.2,0,61,Female,5,3,4,12,Loyal / High Value
1834,389,3,7047,2349.0,10,0.3333333333333333,0,38,Male,2,1,1,4,Hibernating
1835,16,7,20937,2991.0,17,0.2857142857142857,0,43,Male,5,4,5,14,Champions
1836,157,2,5277,2638.5,6,0.5,0,53,Female,3,1,1,5,At Risk
1837,186,3,6884,2294.6666666666665,11,1.0,0,65,Female,3,1,1,5,At Risk
1838,371,3,7327,2442.3333333333335,14,0.6666666666666666,0,66,Male,2,1,1,4,Hibernating
1839,284,3,2344,781.3333333333334,10,0.3333333333333333,0,36,Female,2,1,1,4,Hibernating
1840,657,2,5466,2733.0,4,0.0,0,64,Male,1,1,1,3,Hibernating
1841,44,6,16951,2825.1666666666665,14,0.3333333333333333,0,54,Female,5,4,4,13,Champions
1842,184,6,13012,2168.6666666666665,18,0.3333333333333333,0,62,Female,3,4,3,10,Loyal / High Value
1843,835,5,14254,2850.8,14,0.6,0,49,Male,1,3,3,7,Potential Loyalists
1844,129,5,18493,3698.6,17,0.2,0,59,Male,4,3,4,11,Loyal / High Value
1845,361,4,8057,2014.25,14,0.5,0,44,Female,2,2,2,6,At Risk
1846,297,5,14031,2806.2,13,0.8,0,32,Male,2,3,3,8,Potential Loyalists
1847,315,1,5064,5064.0,3,1.0,0,27,Male,2,1,1,4,Hibernating
1848,39,5,17752,3550.4,14,0.2,1,59,Female,5,3,4,12,Loyal / High Value
1849,284,7,21239,3034.1428571428573,23,0.14285714285714285,0,44,Female,2,4,5,11,Loyal / High Value
1850,73,8,20347,2543.375,21,0.375,0,26,Female,4,5,5,14,Champions
1851,61,10,28927,2892.7,29,0.4,0,40,Male,4,5,5,14,Champions
1852,304,5,14993,2998.6,13,0.8,0,18,Male,2,3,4,9,Potential Loyalists
1853,213,8,31543,3942.875,23,0.25,0,52,Male,3,5,5,13,Champions
1854,93,6,24603,4100.5,17,0.5,1,68,Female,4,4,5,13,Champions
1855,63,5,15845,3169.0,13,0.2,0,36,Female,4,3,4,11,Loyal / High Value
1856,134,2,9184,4592.0,8,0.5,1,53,Female,4,1,2,7,Potential Loyalists
1857,144,5,9024,1804.8,13,0.6,0,69,Male,3,3,2,8,Potential Loyalists
1858,370,7,21048,3006.8571428571427,19,0.5714285714285714,0,37,Male,2,4,5,11,Loyal / High Value
1859,89,6,17233,2872.1666666666665,13,0.6666666666666666,1,58,Female,4,4,4,12,Loyal / High Value
1860,148,4,11797,2949.25,11,0.5,0,57,Male,3,2,3,8,Potential Loyalists
1862,560,3,6711,2237.0,9,0.3333333333333333,0,45,Male,1,1,1,3,Hibernating
1863,483,5,11454,2290.8,17,0.6,0,25,Female,1,3,3,7,Potential Loyalists
1864,23,2,3649,1824.5,3,0.0,1,40,Male,5,1,1,7,Potential Loyalists
1865,242,6,19077,3179.5,18,0.6666666666666666,1,47,Female,3,4,4,11,Loyal / High Value
1866,462,3,4264,1421.3333333333333,10,0.6666666666666666,1,53,Female,1,1,1,3,Hibernating
1867,184,8,29123,3640.375,26,0.5,0,70,Female,3,5,5,13,Champions
1868,186,3,5456,1818.6666666666667,10,0.3333333333333333,1,21,Male,3,1,1,5,At Risk
1869,24,9,27715,3079.4444444444443,24,0.2222222222222222,1,55,Female,5,5,5,15,Champions
1870,165,8,20995,2624.375,22,0.625,0,60,Female,3,5,5,13,Champions
1871,313,5,8680,1736.0,17,0.4,0,52,Female,2,3,2,7,Potential Loyalists
