Customer ID,Books,Clothing,Electronics,Home
6968,4679,10016,0,2343
6969,7214,8354,5954,0
6970,0,1548,4005,5293
6971,13451,3000,4580,4308
6972,0,0,1181,1608
6973,2923,7517,5034,3840
6974,2104,0,423,0
6975,0,0,5356,0
6976,2679,0,1596,11542
6977,3072,0,2790,8103
6978,1444,6975,3962,0
6979,2461,7585,1770,5573
6980,0,1257,769,0
6981,3307,4919,621,4485
6982,850,157,0,4579
6983,2678,9418,3082,4468
6984,823,5132,694,870
6985,3293,0,1774,4675
6986,0,1136,3366,0
6987,0,0,2844,0
6988,1807,4778,1381,5672
6989,1431,0,6809,5147
6990,10267,5225,9821,3796
6991,1594,0,620,3369
6992,18539,2754,8861,4740
6993,8768,3301,5946,0
6994,0,4364,7462,3920
6996,2742,5069,7699,0
6997,2786,3085,6974,731
6998,0,0,6017,1211
6999,2330,2850,6511,8899
7000,0,6397,4573,0
7001,9785,3800,2454,10323
7002,0,0,8941,5564
7003,0,4155,6537,0
7004,3487,353,2375,4692
7005,0,0,1834,8569
7006,0,4517,804,0
7007,5973,0,0,8641
7008,3870,4210,3442,12011
7009,0,3182,0,0
7010,0,0,4735,3348
7011,574,5318,5090,9779
7012,0,0,7070,4670
7013,8196,6454,2935,0
7014,9641,7308,4822,0
7015,1967,1018,7168,5190
7016,6523,4218,6687,2388
7017,584,828,0,2543
7018,11765,0,1113,0
7019,0,0,4001,3202
7020,5383,3673,7092,0
7021,0,1809,0,3132
7022,2088,1896,2277,437
7023,0,1478,0,5272
7024,5808,5761,0,7331
7025,3605,3644,0,0
7026,6356,0,1688,22525
7027,3811,4423,514,0
7028,0,720,10609,1614
7029,0,7333,5629,1246
7030,4088,0,4693,0
7031,11939,6397,6407,0
7032,2827,4684,8335,6439
7033,8304,0,3958,5201
7034,0,782,5232,0
7035,4599,4525,0,4274
7036,3883,1582,4252,3161
7037,5971,2019,4699,4665
7038,0,0,0,6901
7039,5100,0,6563,0
7040,8092,318,2979,3698
7041,4774,1670,0,1241
7042,10453,0,9990,0
7043,3600,6441,6135,4817
7044,2105,742,10660,4499
7045,3221,0,0,0
7046,0,0,4924,3076
7047,0,0,5144,6543
7048,0,1813,1004,3451
7049,6292,2649,4337,0
7050,0,2930,0,2149
7051,2699,12401,13241,2840
7052,0,545,0,2711
7053,5001,2138,1036,279
7054,0,2394,7077,3520
7055,5871,2993,4682,3919
7056,5048,11583,1757,12564
7057,790,5850,3815,2604
7058,1804,0,3732,4658
7059,0,3823,0,2595
7060,7837,1697,0,4237
7061,8770,8114,0,0
7062,0,2852,4786,4795
7063,13352,1031,1815,2704
7064,0,0,1419,2085
7065,8502,0,2749,8947
7066,0,0,845,0
7067,1103,0,5509,5254
7068,8686,4686,2667,790
7069,8745,0,0,0
7070,3670,9799,5126,0
7071,3624,1326,15498,0
7072,9361,1358,0,5024
7073,0,887,8998,2030
7074,0,2050,0,6668
7075,744,0,2583,7752
7076,10147,0,638,0
7077,0,2044,0,1355
7078,2292,5072,0,573
7079,3102,7455,0,1608
7080,6158,6372,0,0
7081,5871,0,4578,1340
7082,9397,4597,0,6701
7083,8294,3385,7705,2502
7084,4209,0,6568,11479
7085,0,0,6462,0
7086,0,1763,0,4930
7087,4372,0,12876,0
7088,8794,6710,4106,4655
7089,3799,0,4971,6981
7090,0,2226,12348,6923
7091,8415,5578,1078,4889
7092,1703,4734,9000,6307
7093,0,4405,2394,11481
7094,4549,0,6922,0
7095,4721,0,0,7476
7096,5119,0,0,5414
7097,0,9782,4043,0
7098,4478,2691,1420,4708
7099,1657,760,0,3348
7100,2714,2272,1470,1365
7101,4450,0,1334,0
7102,0,1007,0,4067
7103,1630,4591,0,3762
7104,442,3716,0,3901
7105,6082,3561,4172,1343
7106,0,0,0,2523
7107,1061,1618,0,1050
7108,229,1652,6107,0
7109,1373,328,5072,4147
7110,7067,3607,1197,4424
7111,2511,11881,4148,4166
7112,4449,3543,12744,5028
7113,4589,2055,2987,7419
7114,0,6473,0,0
7115,667,5111,0,0
7116,2912,11590,0,2529
7117,4653,0,6688,764
7118,5014,5655,3573,2556
7119,0,0,3833,12428
7120,985,3496,7332,541
7121,4725,0,4565,4939
7122,0,5117,5092,0
7123,9311,3056,1506,0
7124,1109,7371,2452,0
7125,2026,0,5449,3021
7126,3782,3750,0,6182
7127,3320,0,0,8070
7128,4862,0,2887,14889
7129,0,0,0,587
7130,11248,0,7164,5195
7131,5705,0,1511,9126
7132,1820,9655,4140,0
7133,1098,6283,0,0
7134,0,142,11928,0
7135,5352,0,6163,3861
7136,2355,4470,0,1899
7137,0,4661,0,0
7138,0,2102,5721,1654
7139,3736,0,3334,0
7140,8407,0,0,7902
7141,0,10808,2836,3142
7142,1347,4544,6948,9603
7143,15980,2417,5104,3482
7144,0,6843,3572,8260
7145,0,10061,3959,0
7146,0,8796,5985,4254
7147,1606,5273,4988,0
7148,4201,4612,7063,2544
7149,0,0,2381,11676
7150,8769,9514,1755,0
7151,1176,0,10460,638
7152,1342,9155,6145,1471
7153,1009,5021,5754,3471
7154,0,0,5746,0
7155,2301,13941,0,0
7156,3060,0,4102,4210
7157,3749,0,7151,7202
7158,4346,2540,10373,3867
7159,4464,3319,1069,8976
7160,0,2302,0,6541
7161,1265,0,9209,0
7162,9563,4941,316,0
7163,1418,6972,4866,2187
7164,0,3601,2969,1096
7165,7279,4703,0,5133
7166,0,6422,4009,1615
7167,4824,7700,4923,0
7168,0,2534,3712,0
7169,0,7724,4405,2395
7170,2642,3484,0,5723
7171,0,6070,0,0
7172,3670,0,0,8556
7173,4581,2874,7578,715
7174,2536,0,0,3777
7175,3031,1767,6105,3231
7176,3077,3177,4525,0
7177,0,0,3807,8815
7178,7945,13120,6190,10836
7179,12062,0,0,7844
7180,0,3916,3840,0
7181,0,2259,0,5356
7182,2487,4870,1709,0
7183,6929,1635,5681,4595
7184,5954,0,10186,10646
7185,5002,2178,4418,1120
7186,0,3286,7451,5473
7187,13871,7535,11096,0
7188,7856,3424,6613,9024
7189,10087,4651,4345,0
7190,2939,3286,6552,0
7191,1285,3519,0,8465
7192,4810,0,9747,0
7193,0,6792,4307,3888
7194,1244,1741,0,0
7195,3517,3833,2830,2748
7196,12617,232,772,0
7197,0,7706,1024,10623
7198,1867,0,10035,2595
7199,0,14922,0,4979
7200,0,7435,6812,0
7201,0,7201,3588,3683
7202,2335,1289,1769,4165
7203,880,10239,4599,0
7204,8004,1561,2247,0
7205,0,3542,11435,6917
7206,0,0,2872,0
7207,0,7839,1737,6003
7208,0,1519,0,0
7209,9645,0,3336,4582
7210,474,6243,3886,5018
7211,4208,2474,0,2364
7212,1989,0,0,0
7213,0,2441,0,4386
7214,3853,3803,0,450
7215,466,0,2476,0
7216,0,5601,804,8061
7217,0,2475,0,5323
7218,3273,2164,0,7474
7219,3447,4086,1079,10073
7220,3220,2498,2656,2219
7221,4072,2347,0,0
7222,3590,4426,0,3640
7223,0,994,4731,2732
7224,4038,614,0,0
7225,5108,5609,0,807
7226,4022,439,6289,0
7227,9249,677,3148,16585
7228,0,2349,9090,0
7230,0,0,1767,6724
7231,2652,2644,5114,8808
7232,3531,8287,2247,3232
7233,0,0,0,594
7234,4413,9571,10693,5233
7235,6840,0,0,12851
7236,5867,3241,960,6705
7237,694,0,1627,0
7238,2245,3724,674,1105
7239,0,0,385,4200
7240,5471,14042,2643,9522
7241,0,0,5944,8150
7242,0,5005,1957,10335
7243,8610,12351,13392,0
7244,6013,5311,7477,0
7245,0,14097,2940,0
7246,0,3071,0,4294
7247,0,0,835,0
7248,8992,649,2923,0
7249,891,3844,1150,1606
7250,10098,0,1355,4499
7251,0,12035,0,4978
7252,13284,0,1497,10221
7253,6084,0,0,4616
7254,1706,3249,0,3059
7255,5809,0,437,5549
7256,10822,1264,5311,0
7257,849,6591,3544,901
7258,0,0,307,6779
7259,1926,0,875,4469
7260,3520,3980,0,8503
7261,5199,3164,4547,743
7262,525,9401,2416,5351
7263,13475,4857,3243,235
7264,2473,0,0,1918
7265,0,7339,2891,3223
7266,5725,902,4128,7432
7267,0,0,0,7477
7269,1744,3885,0,1499
7270,1712,6557,0,0
7271,4914,3805,5114,9408
7272,550,0,5028,2195
7273,866,0,3630,0
7274,1958,8519,5659,0
7275,4826,3840,7120,2348
7276,4997,0,3187,2816
7277,6991,1671,0,5143
7278,10546,0,4388,5861
7279,0,3571,2935,0
7280,3933,0,0,0
7281,0,5352,3868,0
7282,3262,0,5207,8476
7283,2474,0,3437,0
7284,7881,2481,0,1123
7285,6818,0,13504,1592
7286,11412,4690,4191,3571
7287,2044,0,1233,2899
7288,0,13170,0,4598
7289,0,8039,5110,4492
7290,0,6243,5167,2594
7291,4541,889,0,6498
7292,0,0,0,3479
7293,5341,1527,2574,0
7294,5966,4353,0,786
7295,9138,3697,1315,0
7296,0,10007,0,0
7297,3536,6141,5291,0
7298,2885,4336,0,3799
7299,0,0,445,1477
7300,4015,11092,2645,4640
7301,2450,4020,2390,0
7302,720,2424,10978,5177
7303,8698,8362,229,720
7304,1906,348,13103,12242
7305,2546,5297,837,1723
7306,3368,8391,0,624
7307,3069,777,3930,4385
7308,3225,0,3385,0
7309,1019,876,7023,0
7310,6250,1120,0,6847
7311,0,7909,5017,0
7312,3898,3307,10243,0
7313,8624,7524,0,7737
7314,4296,681,6259,0
7315,900,1672,4967,2617
7316,7366,8241,2244,8805
7317,1910,2883,6822,0
7318,0,4157,2749,2857
7319,2315,3942,3787,3132
7320,7564,0,1321,6483
7321,4783,4991,5571,2916
7322,7034,2650,470,0
7323,10276,1736,5284,0
7324,6931,2448,3330,0
7325,4643,0,0,0
7326,0,1808,0,0
7327,5085,0,651,3678
7328,7643,7670,3828,5211
7329,0,10691,3422,7826
7330,4258,3364,3553,1756
7331,0,4193,9942,5123
7332,6110,0,0,7936
7333,7407,3596,4658,0
7334,3800,2402,1810,0
7335,0,3725,1718,3055
7336,1802,4784,0,7994
7337,10394,0,0,0
7338,0,4496,9731,4915
7339,2710,0,4430,6236
7340,4224,407,7077,2118
7341,2185,4163,3444,4492
7342,0,8847,6048,189
7343,2488,279,1674,0
7344,0,2613,0,0
7345,10182,1518,2611,10498
7346,10212,0,3897,7722
7347,0,9974,307,3166
7348,4049,4166,0,4603
7349,0,3751,10295,0
7350,3288,687,0,0
7351,0,0,7585,0
7352,0,319,4443,0
7353,3650,5053,0,7275
7354,0,4630,0,5976
7355,2538,2278,699,1732
7356,1370,2436,6312,0
7357,3787,2621,1395,4879
7358,3599,3695,2514,1141
7359,4504,0,4736,1863
7360,7666,3791,12759,2090
7361,0,0,7094,4472
7362,1097,0,4916,0
7363,1513,5537,5641,0
7364,0,4188,4679,2062
7365,2142,5145,818,0
7366,0,2385,9416,0
7367,0,3786,3699,1892
7368,5163,6010,5677,2133
7369,1499,2489,4851,4063
7370,3128,1662,0,287
7371,435,1973,5742,260
7372,4310,0,4289,0
7373,4369,5313,1188,0
7374,3587,2262,0,4912
7375,0,3942,1107,0
7376,0,6017,11860,5060
7377,0,7351,0,3316
7378,3080,0,15832,6125
7379,5039,853,2228,5597
7380,3732,856,8960,4800
7381,4148,3514,0,6772
7382,5391,5087,445,0
7383,2324,6977,0,0
7384,0,2448,8418,1937
7385,1798,8684,343,0
7386,2671,11168,1955,0
7387,3329,5838,0,6481
7388,0,10145,993,4703
7389,0,0,8036,4751
7390,3446,4381,0,4446
7391,4543,0,0,18502
7392,0,3286,6959,0
7393,0,7199,5057,15232
7394,0,0,7937,2331
7395,3896,6709,0,5118
7396,0,6215,4101,4111
7397,7881,8187,2752,573
7398,4192,5038,8888,8515
7399,4786,5632,1362,0
7400,4393,0,520,9496
7401,4570,3857,2816,10315
7402,0,2636,0,0
7403,0,9556,5499,5046
7404,0,4848,0,0
7405,3095,4876,0,3525
7406,4199,3784,0,4611
7407,0,0,4288,0
7408,0,14705,924,1035
7409,1474,6863,4720,2625
7410,0,0,908,8417
7411,4157,5249,2525,2772
7412,3028,6044,0,4780
7413,2845,1033,0,5324
7414,2380,11594,1458,1092
7415,0,4339,2794,3313
7416,4685,4424,7575,8863
7417,6897,10697,0,0
7418,9759,0,2574,6997
7419,15576,0,5047,2069
7420,0,4230,6415,0
7421,0,0,3724,3309
7422,5368,2944,1107,4773
7423,4698,0,8913,2740
7424,0,6421,6488,0
7425,0,6400,0,5073
7426,0,0,0,1970
7427,0,7167,0,7457
7428,8708,17723,6201,3865
7429,12141,0,3170,0
7430,0,3538,0,438
7431,0,5141,0,6653
7432,4568,4926,11637,506
7433,8198,898,4111,8564
7434,9961,0,3065,2589
7435,534,0,4151,3517
7436,0,3455,4002,0
7437,10863,1078,13248,2113
7438,9632,0,0,4625
7439,1270,2954,5369,0
7440,7912,8444,0,2214
7441,6463,0,9199,1436
7442,3772,8130,4721,7090
7443,6083,7742,9106,2412
7444,922,0,0,6349
7445,11549,0,0,2626
7446,0,0,4418,0
7447,3713,0,3242,7189
7448,2661,8868,0,2069
7449,4518,2056,7264,10675
7450,2172,9432,4675,0
7451,0,685,3387,4855
7452,2335,12188,1119,0
7453,6153,1583,2631,0
7454,4431,1707,10354,0
7455,1751,0,8534,5295
7456,8142,4690,0,4368
7457,0,0,0,2410
7458,3821,0,5888,2261
7459,2494,2229,0,1923
7460,5719,4858,0,11631
7461,2817,2399,0,0
7462,13333,0,3111,4052
7463,1196,0,0,0
7464,0,0,8234,9176
7465,0,1487,4132,1370
7466,0,3863,10033,5314
7467,4035,3664,0,12495
7468,1384,6829,5022,2919
7469,1952,8545,0,4432
7470,2455,0,5619,1354
7471,0,0,6054,5376
7472,1486,10342,2251,4880
7473,0,2885,4154,4589
7474,3406,0,18319,0
7475,7992,6357,0,3733
7476,4518,6126,3808,8435
7477,5383,0,3473,4442
7478,4348,0,2548,1837
7479,2517,0,0,0
7480,6170,8420,3264,5012
7481,2135,0,2560,2706
7482,0,7167,728,407
7483,8430,5213,5059,8898
7484,0,2539,0,0
7485,8743,9496,0,9920
7486,0,0,0,8613
7487,6517,7383,577,12346
7488,6726,4789,4137,3339
7489,2329,12164,0,602
7490,0,2254,0,460
7491,4123,0,0,3092
7492,6367,2056,2261,0
7493,4281,0,0,0
7494,912,0,7900,1541
7495,5709,3938,0,0
7496,5044,10957,3703,0
7497,11054,1753,0,2281
7498,0,6646,2452,0
7499,4043,6640,0,4697
7500,0,0,4527,21275
7501,2187,3962,0,0
7502,0,3779,1502,3193
7503,2533,5565,1801,0
7504,2994,0,2833,11087
7505,2707,0,3293,4782
7506,6113,8333,0,9152
7507,0,5658,5805,984
7508,4277,7033,5525,3034
7509,16484,2976,0,1580
7510,4160,5620,11336,0
7511,0,0,5084,6383
7512,4430,7806,9707,2553
7513,4587,1157,1259,5636
7514,3212,1985,4149,0
7515,4255,10573,5142,5004
7516,0,4553,3156,3763
7517,0,6120,0,11451
7518,3044,0,0,10276
7519,4247,246,0,4818
7520,7679,5220,0,585
7521,0,0,265,2696
7522,7222,0,4812,477
7523,3977,528,0,2651
7524,720,2808,17934,1870
7525,4831,2533,2987,2742
7526,2108,2523,0,3271
7527,9927,1093,2927,0
7528,17041,3558,7279,5837
7529,5178,6296,6314,1809
7530,5180,13315,634,4278
7531,4730,5866,6358,6392
7532,4639,1972,0,7185
7533,6699,7570,3808,0
7535,2495,0,1517,6889
7536,6914,0,3820,9539
7537,2537,0,5615,2940
7538,0,4139,2040,4963
7539,0,6445,4955,0
7540,14389,5876,0,4328
7541,0,0,510,6649
7542,1955,1468,5910,707
7543,2575,4843,3123,11108
7544,0,6481,4509,1072
7545,3704,1906,1342,237
7546,0,5823,1339,5527
7547,561,0,0,7245
7548,9533,4913,2552,4824
7549,5375,15127,2212,1203
7550,3160,0,0,3675
7551,0,10363,0,4246
7552,0,1067,904,7507
7553,382,8964,1640,12244
7554,1020,0,0,7771
7555,0,3451,197,11406
7556,0,2291,0,4406
7557,5145,4646,5949,14308
7558,3576,3048,4966,746
7559,4772,5926,0,7016
7560,4454,9973,4328,4120
7561,4630,4636,14200,916
7562,6077,8758,0,4614
7563,4513,5114,0,2770
7564,453,0,0,5976
7565,6949,1166,8070,7017
7566,0,0,4190,0
7567,0,531,7940,5336
7568,0,0,3191,0
7569,0,6534,1436,1314
7570,5686,0,979,315
7571,0,8580,7314,571
7572,3502,7036,11806,9344
7573,6130,0,0,9533
7574,4042,2742,6349,2195
7575,2912,4814,2639,3944
7576,0,0,14716,0
7577,4676,2356,0,1142
7578,4234,4793,3901,0
7579,2041,0,9675,3597
7580,0,5103,8727,5168
7581,4014,4104,2276,3619
7582,0,1051,0,7858
7583,0,2284,0,4534
7584,1974,4945,0,2301
7585,1074,6991,0,4260
7586,7100,9210,4357,17660
7587,2718,4845,0,0
7588,2037,3999,4538,10045
7589,0,0,3157,9267
7590,9094,3669,0,4799
7591,0,3229,4576,4602
7592,3572,0,184,2087
7593,3411,4754,4669,1781
7594,0,5737,2034,1928
7595,786,2453,1665,3189
7596,0,4471,2475,0
7597,2406,4098,3018,2839
7598,2523,5831,6453,4389
7599,849,0,0,2183
7600,0,11688,1536,635
7601,3334,3885,5404,2275
7602,4353,0,5981,5171
7603,5314,12533,0,4406
7604,2942,0,5125,11127
7605,8739,0,1496,0
7607,8093,1286,2293,2418
7608,11008,4363,3446,6476
7609,2710,2502,3808,2643
7610,0,5647,0,2219
7611,0,0,9856,564
7612,6782,4279,996,0
7613,3298,0,6728,11886
7614,13339,4372,1455,0
7615,5792,0,1929,9797
7616,1161,2517,0,0
7617,6405,9186,5014,5522
7618,2565,0,1286,2433
7619,381,0,1833,2424
7620,2810,4975,2613,1940
7621,6262,2238,4400,0
7622,7041,4835,0,4876
7623,0,4707,0,12336
7624,4606,0,0,2521
7625,8181,2176,10275,2073
7626,1358,11191,4674,0
7627,6536,0,7808,13446
7628,7487,1435,5262,3144
7629,0,6048,10898,0
7630,0,1104,0,7391
7631,5024,2911,4803,5265
7632,5653,0,0,7946
7633,0,4623,0,5349
7634,0,0,6223,0
7635,0,0,0,7474
7636,0,1793,6322,0
7637,466,11791,2258,0
7638,5810,11488,4231,0
7639,2679,0,5989,4205
7640,0,6562,3404,0
7641,10121,0,5201,0
7642,9864,1363,4739,400
7643,5830,0,0,3165
7644,2933,0,4584,0
7645,0,836,3109,1168
7646,2748,0,0,2864
7647,0,1604,4341,897
7648,0,5595,6739,1470
7649,3697,0,2642,1850
7650,3699,7930,498,2608
7651,828,4284,3354,8305
7652,4967,394,5063,11686
7653,841,0,1224,2151
7654,7548,4232,5310,3896
7655,5448,3791,641,7739
7656,3776,4925,3247,3623
7657,3668,5911,1142,1482
7658,8816,6079,5251,0
7659,0,5879,0,6450
7660,0,0,0,4969
7661,726,0,5674,7392
7662,4229,9306,0,4655
7663,0,0,5075,0
7664,4756,220,9146,7164
7665,0,0,0,3178
7666,0,3707,0,0
7667,2179,1113,1085,0
7668,5234,4216,3866,0
7669,1118,1615,3957,0
7670,12388,5062,3346,603
7671,0,0,2346,7313
7672,2739,0,13373,2976
7673,261,0,5615,8101
7674,519,12282,3944,0
7675,1226,5891,0,310
7676,5204,1323,5001,676
7677,3919,0,6799,3170
7678,6032,276,5332,5432
7679,2993,1267,759,4204
7680,0,882,0,0
7681,3639,2385,8694,3013
7682,0,0,476,0
7684,1900,3371,0,0
7685,6201,6564,5852,6320
7686,0,3093,1883,3372
7687,1689,7481,0,0
7688,0,0,6787,0
7689,272,4254,0,1537
7690,7610,1500,8869,1976
7691,4060,2841,0,5263
7692,2017,0,0,0
7693,4034,6443,4042,4873
7694,3038,1998,0,2057
7695,0,2666,5212,4544
7696,0,3822,8985,3802
7697,11720,3004,0,5310
7698,0,6106,9861,271
7699,0,3794,0,414
7700,2664,1734,2290,4098
7701,0,4437,7770,1457
7702,3547,0,0,0
7703,4355,3073,1841,8898
7704,0,12200,8344,0
7705,0,9310,0,0
7706,1367,5239,13508,9825
7707,0,13050,0,3373
7708,11999,4283,4101,10037
7709,5374,5122,7013,0
7710,11788,0,0,0
7711,285,7892,4873,6043
7712,806,5072,1912,7819
7713,3679,0,6554,6308
7714,0,0,7698,3606
7715,4877,0,5732,4345
7716,0,0,1872,1453
7717,0,10970,2085,0
7718,1639,2504,0,0
7719,8321,2416,0,0
7720,3352,1877,8758,0
7721,5728,0,4813,0
7722,4186,3094,12160,1334
7723,1525,10285,3679,0
7724,0,5322,3637,9527
7725,4675,0,6299,0
7726,715,3566,4294,6148
7727,3713,5004,5533,3706
7728,5269,4861,2782,2899
7729,3945,4884,0,1535
7730,0,0,5347,1417
7731,0,2562,0,9162
7732,3628,4241,512,4674
7733,1761,0,4927,0
7734,0,892,3752,13539
7735,0,9564,5467,0
7736,989,4960,2614,806
7737,9637,2050,3810,4951
7738,0,4951,7783,11465
7739,0,2396,2958,0
7740,2280,461,0,4745
7741,0,2948,14842,2134
7742,8549,6915,0,3899
7743,4229,5937,2861,0
7744,14638,1481,0,866
7745,1803,1637,912,6259
7746,5348,4781,3103,0
7747,7834,0,2598,7342
7748,4298,374,0,5928
7749,1132,3482,12167,9558
7750,313,0,0,0
7751,4610,1489,0,3254
7752,2036,5160,4831,4729
7753,0,12464,6914,0
7754,3256,3867,6159,2655
7755,2322,816,0,0
7756,9560,0,9334,0
7757,5704,3490,4461,7001
7758,5299,3810,3698,5073
7759,4301,2518,3980,4933
7760,0,6070,6062,1830
7761,4981,8927,0,0
7762,4875,5157,11674,2170
7763,0,1929,19562,9881
7764,0,3817,5120,1678
7765,3854,8447,0,0
7766,5391,0,5397,0
7767,387,5009,2364,0
7768,3858,0,0,4962
7769,7346,7388,6458,9788
7770,2741,3474,4623,919
7771,3726,7280,0,0
7772,3876,6492,0,1149
7773,2474,3506,2039,6217
7774,0,0,4217,2936
7775,5402,2943,4334,1170
7776,4866,3089,3017,0
7777,10805,1405,0,4719
7778,0,0,832,3484
7779,0,4671,6073,4950
7780,5873,0,2648,0
7781,7993,0,3127,4442
7782,0,940,4755,0
7783,4697,4586,0,0
7784,1494,1645,4101,2280
7785,5037,0,0,1861
7786,3218,1388,7465,14062
7787,2098,633,1585,6317
7788,9960,4755,0,3806
7789,5185,964,0,5546
7790,0,3886,0,0
7791,0,3627,4625,5294
7792,5236,4235,6538,0
7793,0,10805,10283,2378
7794,1682,3033,0,1583
7795,1471,1286,0,7412
7796,0,8804,2134,368
7797,13324,1797,9994,0
7798,5089,11778,576,5259
7799,4283,1403,5094,3900
7800,5163,8264,5102,1210
7801,2391,0,2534,0
7802,7714,0,4959,2495
7803,8365,5650,1085,7976
7804,6376,6867,0,4359
7805,6093,7625,3520,3416
7806,2074,4578,519,4943
7807,348,0,0,0
7808,6140,3718,3545,1003
7809,0,1780,7236,2858
7810,12020,2522,0,0
7811,4356,6894,4021,3639
7812,0,5783,12031,9743
7813,0,1007,1393,6816
7814,4390,9073,3335,5794
7815,2666,3311,866,2091
7816,0,4576,0,3343
7817,3423,2445,0,7181
7818,7073,7986,0,3170
7819,5164,3846,629,3947
7820,0,0,9433,4689
7821,7032,14418,9022,3446
7822,0,11530,4259,0
7823,606,0,0,0
7824,4442,5137,5693,9074
7825,3756,2978,0,661
7826,0,182,2790,1615
7827,4739,5629,0,13483
7828,1802,3729,0,8501
7829,0,9218,9599,1184
7830,2127,11366,1654,0
7831,174,0,2746,3543
7832,5931,6264,3334,4733
7833,9534,0,2191,0
7834,2352,4208,0,0
7835,492,9956,0,0
7836,6783,9105,0,11889
7837,9271,9268,6016,6860
7838,8492,11026,0,0
7839,1333,3863,0,6199
7840,0,7226,0,3692
7841,17767,0,4384,7057
7842,0,0,4028,7016
7843,2675,5069,6359,3345
7844,7974,0,4498,0
7845,0,8027,2959,2050
7846,0,0,7127,1747
7847,730,0,4118,0
7848,0,4874,3872,5070
7849,0,0,2476,0
7850,924,0,3758,0
7851,0,6598,7186,0
7852,0,9520,0,6582
7853,0,0,6722,4389
7854,3527,5188,0,6630
7855,0,0,3113,7436
7856,3602,4778,4647,0
7857,7543,0,0,4666
7858,10345,1777,5127,0
7859,2380,4164,1055,4644
7860,6158,3581,10211,3074
7861,0,0,0,1602
7862,5922,3704,0,3641
7863,4940,1969,1391,1662
7864,1213,8512,5394,6465
7865,3572,0,510,8822
7866,4288,4987,574,3821
7867,0,326,6397,7341
7868,6281,1455,0,444
7869,0,0,6550,0
7870,0,2354,6356,4702
7871,0,2382,0,2490
7872,3029,2622,4077,3681
7873,0,5874,8364,0
7874,1139,0,854,9895
7875,1671,2982,4229,0
7876,0,3964,8301,9007
7877,7549,3485,2607,3681
7878,0,0,0,762
7879,0,0,0,12209
7880,3767,0,7223,8832
7881,9299,1655,0,6667
7882,0,0,3049,3147
7883,4706,0,3457,997
7884,1517,1045,7689,843
7885,0,5252,4542,0
7886,0,4395,8772,7031
7887,3094,0,3840,3786
7888,9257,4035,0,1471
7889,0,274,7144,7811
7890,0,0,1246,2433
7891,0,4507,0,3031
7892,4820,4771,1178,4888
7893,1037,8196,0,2793
7894,2707,3347,5220,5855
7895,0,0,0,1719
7896,5344,1540,4713,4616
7897,0,4200,4339,310
7898,2248,6292,0,12948
7899,0,0,5644,0
7900,1942,4416,6836,3390
7901,6424,3122,5147,1080
7902,786,3226,0,0
7903,8577,810,0,7362
7904,8861,0,4735,8463
7905,13588,4031,2121,4018
7906,0,5270,0,3357
7907,1580,11212,4497,3257
7908,3405,3012,0,5296
7909,0,2357,0,0
7910,5563,0,3274,1464
7911,3041,4728,4397,0
7912,6731,8311,3982,0
7913,0,2929,3476,2825
7914,1910,945,1857,1760
7915,6764,9691,4209,3038
7916,2092,7449,1055,4414
7917,1340,4099,354,4308
7918,5160,4599,4547,2774
7919,4608,0,2052,0
7920,0,5195,1526,3804
7921,0,3305,735,1899
7922,3220,0,0,0
7923,6526,5246,5971,2980
7924,2454,0,3164,0
7925,856,1843,11691,3546
7926,2771,1031,8567,853
7927,7602,0,5127,0
7928,7751,0,4930,4495
7929,4037,3767,0,2027
7930,5294,3882,4952,5783
7931,3772,0,5348,9345
7932,0,0,4969,0
7933,0,2989,0,2776
7934,0,3789,4469,8421
7935,628,1317,882,1165
7936,5965,0,1189,0
7937,1978,12282,0,0
7938,0,0,3601,7475
7939,7520,5301,2914,0
7940,0,0,0,4047
7941,8577,6541,4866,7572
7942,6949,0,0,3380
7943,12206,3884,2444,0
7944,7359,0,0,8082
7945,13691,0,0,0
7946,0,0,0,4018
7947,0,6691,3318,1520
7948,6751,6353,0,0
7949,4757,4016,0,4940
7950,0,2601,4136,11181
7951,0,10971,0,385
7952,11370,968,0,4770
7953,797,3883,0,319
7954,6004,2938,5309,4729
7955,4689,4390,0,0
7956,6111,0,6588,6684
7957,3639,0,0,0
7958,0,0,905,2268
7959,0,4234,11575,2086
7960,0,0,8266,11404
7961,4256,4308,3959,10841
7962,8171,0,0,341
7963,4233,0,7129,0
7964,1234,0,4846,0
7965,0,1294,0,9672
7966,5421,9371,5994,0
7967,11109,2148,0,3249
7968,0,3883,9148,0
7969,4209,2957,2424,3902
7970,2178,2877,0,5929
7971,5493,0,2094,7236
7972,0,9389,0,5988
7973,6335,5182,0,5280
7974,5227,4070,741,0
7975,4323,0,2253,1704
7976,6683,0,714,9652
7977,3149,439,0,2885
7978,2567,0,1500,8581
7979,4127,0,0,986
7980,2708,7026,2634,4808
7981,0,2684,3675,0
7982,0,0,9538,6171
7983,3588,0,11366,2286
7984,3641,14013,3485,5461
7985,12592,3928,4709,1369
7986,2184,0,0,12083
7987,1051,6483,0,4522
7988,588,0,2240,7132
7989,0,3929,0,0
7990,4805,3585,5143,9611
7991,0,4339,2534,7236
7992,7853,0,4456,7469
7993,1679,4255,7303,6070
7994,0,3570,0,3713
7995,3765,0,2081,1339
7996,12283,0,0,695
7997,0,362,4233,4172
7998,2464,8783,3054,6458
